player,nation,pos,squad,comp,age,born,mp,starts,min,x90s,gls,ast,g_pk,pk,p_katt,crd_y,crd_r,gls_per_90,ast_per_90,gls_ast_per_90,gls_minus_ast_per_90,gls_plus_ast_minus_pk_per_90,xg,npxg,xa,npxg_plus_xa,xg_per_90,xa_per_90,xg_plus_xa_per_90,npxg_per_90,npxg_plus_xa_per_90
Davie Selke,GER,FW,Werder Bremen,Bundesliga,25,1995,23,7,813,9,3,1,2,1,1,4,0,0.33,0.11,0.44,0.22,0.33,3.6,2.8,0.7,3.5,0.4,0.07,0.47,0.31,0.38
Malik Sellouki,FRA,"FW,MF",Nice,Ligue 1,20,2000,4,0,66,0.7,1,0,1,0,0,1,0,1.36,0,1.36,1.36,1.36,0.3,0.3,0,0.3,0.35,0,0.35,0.35,0.35
Matz Sels,BEL,GK,Strasbourg,Ligue 1,28,1992,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nélson Semedo,POR,DF,Wolves,English Premier League,26,1993,34,34,2983,33.1,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.9,1.9,1.1,3,0.06,0.03,0.09,0.06,0.09
Léo Sena,BRA,MF,Spezia,Serie A,24,1995,16,8,885,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Stefano Sensi,ITA,MF,Inter,Serie A,24,1995,18,4,603,6.7,0,0,0,0,0,1,1,0,0,0,0,0,1.1,1.1,1,2.1,0.16,0.14,0.31,0.16,0.31
Jaime Seoane,ESP,MF,Huesca,La Liga,23,1997,29,23,2064,22.9,1,1,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,1.3,1.3,1.2,2.6,0.06,0.05,0.11,0.06,0.11
Luigi Sepe,ITA,GK,Parma,Serie A,29,1991,36,36,3240,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suat Serdar,GER,MF,Schalke 04,Bundesliga,23,1997,25,24,1953,21.7,1,3,1,0,0,3,0,0.05,0.14,0.18,0.05,0.18,2.2,2.2,1.5,3.6,0.1,0.07,0.17,0.1,0.17
Jean Seri,CIV,MF,Bordeaux,Ligue 1,29,1991,12,9,707,7.9,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.02,0.06,0.08,0.02,0.08
Femi Seriki,ENG,DF,Sheffield Utd,English Premier League,18,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Sessegnon,ENG,DF,Hoffenheim,Bundesliga,20,2000,23,17,1574,17.5,2,3,2,0,0,4,0,0.11,0.17,0.29,0.11,0.29,0.6,0.6,1.8,2.4,0.03,0.1,0.14,0.03,0.14
Nils Seufert,GER,"MF,FW",Arminia,Bundesliga,23,1997,13,2,343,3.8,0,1,0,0,0,1,0,0,0.26,0.26,0,0.26,0,0,0.3,0.3,0.01,0.07,0.08,0.01,0.08
Edgar Sevikyan,RUS,MF,Levante,La Liga,18,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephan El Shaarawy,ITA,"FW,MF",Roma,Serie A,27,1992,10,6,572,6.4,1,1,1,0,0,1,0,0.16,0.16,0.31,0.16,0.31,1.3,1.3,1.5,2.9,0.21,0.24,0.45,0.21,0.45
Jamie Shackleton,ENG,"MF,DF",Leeds United,English Premier League,20,1999,13,3,461,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05
Xherdan Shaqiri,SUI,"MF,FW",Liverpool,English Premier League,28,1991,14,5,556,6.2,0,2,0,0,0,2,0,0,0.32,0.32,0,0.32,0.4,0.4,3,3.4,0.06,0.49,0.55,0.06,0.55
Billy Sharp,ENG,FW,Sheffield Utd,English Premier League,34,1986,16,7,735,8.2,3,0,1,2,2,1,0,0.37,0,0.37,0.12,0.12,2.7,1.2,0.6,1.8,0.33,0.07,0.4,0.15,0.22
Luke Shaw,ENG,DF,Manchester Utd,English Premier League,25,1995,32,30,2654,29.5,1,5,1,0,0,8,0,0.03,0.17,0.2,0.03,0.2,0.7,0.7,5.2,5.9,0.02,0.18,0.2,0.02,0.2
Jonjo Shelvey,ENG,MF,Newcastle Utd,English Premier League,28,1992,30,29,2617,29.1,1,3,1,0,0,7,0,0.03,0.1,0.14,0.03,0.14,2.5,2.5,2.7,5.2,0.08,0.09,0.18,0.08,0.18
Eldor Shomurodov,UZB,FW,Genoa,Serie A,25,1995,31,16,1677,18.6,8,1,8,0,0,1,0,0.43,0.05,0.48,0.43,0.48,5.1,5.1,2,7.1,0.27,0.11,0.38,0.27,0.38
Shola Shoretire,ENG,FW,Manchester Utd,English Premier League,16,2004,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahame Siby,MLI,"MF,FW",Strasbourg,Ligue 1,24,1996,7,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye Sidibé,FRA,MF,Saint-Étienne,Ligue 1,18,2002,1,0,11,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibril Sidibé,FRA,DF,Monaco,Ligue 1,28,1992,30,21,1980,22,0,2,0,0,0,3,0,0,0.09,0.09,0,0.09,0.1,0.1,2.5,2.6,0.01,0.11,0.12,0.01,0.12
Sidnei,BRA,DF,Betis,La Liga,30,1989,11,7,697,7.7,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02
Kaj Sierhuis,NED,FW,Reims,Ligue 1,22,1998,24,6,652,7.2,0,1,0,0,0,2,0,0,0.14,0.14,0,0.14,1.1,1.1,0.6,1.7,0.16,0.08,0.24,0.16,0.24
Tim Siersleben,GER,DF,Wolfsburg,Bundesliga,20,2000,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15
Gylfi Sigurðsson,ISL,MF,Everton,English Premier League,30,1989,36,24,2253,25,6,5,3,3,4,2,0,0.24,0.2,0.44,0.12,0.32,6.8,3.8,5,8.8,0.27,0.2,0.47,0.15,0.35
Luca Siligardi,ITA,MF,Crotone,Serie A,32,1988,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.12,0.08,0.2,0.12,0.2
Luca Siligardi,ITA,"FW,MF",Parma,Serie A,32,1988,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0.12
Adrien Silva,POR,MF,Sampdoria,Serie A,31,1989,24,18,1599,17.8,1,1,1,0,0,8,1,0.06,0.06,0.11,0.06,0.11,0.4,0.4,0.9,1.3,0.02,0.05,0.07,0.02,0.07
André Silva,POR,FW,Eint Frankfurt,Bundesliga,24,1995,32,32,2760,30.7,28,7,21,7,7,1,0,0.91,0.23,1.14,0.68,0.91,24.3,18.9,5.5,24.5,0.79,0.18,0.97,0.62,0.8
Bernardo Silva,POR,"MF,FW",Manchester City,English Premier League,25,1994,26,24,2065,22.9,2,6,2,0,0,5,0,0.09,0.26,0.35,0.09,0.35,2.8,2.8,3.7,6.5,0.12,0.16,0.28,0.12,0.28
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,23,1997,31,26,2368,26.3,0,4,0,0,0,0,0,0,0.15,0.15,0,0.15,0.5,0.5,3.1,3.6,0.02,0.12,0.14,0.02,0.14
David Silva,ESP,MF,Real Sociedad,La Liga,34,1986,21,17,1399,15.5,2,5,2,0,0,4,0,0.13,0.32,0.45,0.13,0.45,2.9,2.9,4,6.8,0.19,0.25,0.44,0.19,0.44
Fábio Silva,POR,FW,Wolves,English Premier League,18,2002,32,11,1369,15.2,4,3,3,1,1,2,0,0.26,0.2,0.46,0.2,0.39,6,5.3,0.5,5.8,0.4,0.04,0.43,0.35,0.38
Florent da Silva,FRA,FW,Lyon,Ligue 1,17,2003,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,29,1991,4,4,355,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.04,0.04,0,0.04
Gastón Silva,URU,DF,Huesca,La Liga,26,1994,12,6,600,6.7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rui Silva,POR,GK,Granada,La Liga,26,1994,32,32,2880,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiago Silva,BRA,DF,Chelsea,English Premier League,35,1984,23,23,1935,21.5,2,0,2,0,0,5,1,0.09,0,0.09,0.09,0.09,1.1,1.1,0.3,1.5,0.05,0.02,0.07,0.05,0.07
Marco Silvestri,ITA,GK,Hellas Verona,Serie A,29,1991,34,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,20,2000,19,19,1615,17.9,1,1,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11,1.5,1.5,1.1,2.5,0.08,0.06,0.14,0.08,0.14
Giovanni Simeone,ARG,FW,Cagliari,Serie A,25,1995,33,19,1740,19.3,6,2,6,0,0,1,0,0.31,0.1,0.41,0.31,0.41,8.1,8.1,1.2,9.3,0.42,0.06,0.48,0.42,0.48
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,25,1995,33,28,2324,25.8,6,5,5,1,1,2,0,0.23,0.19,0.43,0.19,0.39,8.3,7.6,3.5,11.1,0.32,0.14,0.46,0.29,0.43
Unai Simón,ESP,GK,Athletic Club,La Liga,23,1997,37,37,3330,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
Xavi Simons,NED,MF,Paris S-G,Ligue 1,17,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2.98,0,2.98,2.98,2.98
Jóan Símun Edmundsson,FRO,"MF,FW",Arminia,Bundesliga,29,1991,5,0,58,0.6,1,0,1,0,0,0,0,1.55,0,1.55,1.55,1.55,0.5,0.5,0,0.5,0.81,0,0.81,0.81,0.81
Wilfried Singo,CIV,DF,Torino,Serie A,19,2000,28,20,1854,20.6,1,2,1,0,0,4,1,0.05,0.1,0.15,0.05,0.15,1.1,1.1,2.9,4,0.05,0.14,0.2,0.05,0.2
Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,25,1995,22,19,1570,17.4,0,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0.7,1.1,0.02,0.04,0.06,0.02,0.06
Dimitris Siovas,GRE,DF,Huesca,La Liga,31,1988,36,34,3071,34.1,2,0,2,0,0,5,0,0.06,0,0.06,0.06,0.06,1.9,1.9,0.2,2.1,0.06,0.01,0.06,0.06,0.06
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,32,1988,4,3,344,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvatore Sirigu,ITA,GK,Torino,Serie A,33,1987,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,18,2002,6,0,78,0.9,1,0,1,0,0,2,0,1.15,0,1.15,1.15,1.15,0.1,0.1,0,0.1,0.07,0,0.07,0.07,0.07
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,22,1997,36,29,2581,28.7,0,0,0,0,0,6,0,0,0,0,0,0,1.3,1.3,0.4,1.6,0.04,0.01,0.06,0.04,0.06
Moussa Sissoko,FRA,MF,Tottenham,English Premier League,30,1989,25,15,1585,17.6,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05
Nelson Sissoko,FRA,DF,Saint-Étienne,Ligue 1,23,1997,9,6,474,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01
Antonio Sivera,ESP,GK,Alavés,La Liga,23,1996,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacques Siwe,FRA,FW,Dijon,Ligue 1,19,2001,5,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.17,0.08,0.25,0.17,0.25
Ellyes Skhiri,TUN,MF,Köln,Bundesliga,25,1995,32,32,2785,30.9,5,2,5,0,0,5,0,0.16,0.06,0.23,0.16,0.23,3.9,3.9,1.1,5,0.13,0.04,0.16,0.13,0.16
Łukasz Skorupski,POL,GK,Bologna,Serie A,29,1991,28,28,2520,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Skov Olsen,DEN,"FW,DF",Bologna,Serie A,20,1999,26,12,1179,13.1,2,3,2,0,0,1,0,0.15,0.23,0.38,0.15,0.38,3.5,3.5,2.1,5.6,0.27,0.16,0.43,0.27,0.43
Robert Skov,DEN,"FW,DF",Hoffenheim,Bundesliga,24,1996,23,12,1164,12.9,1,0,1,0,0,0,1,0.08,0,0.08,0.08,0.08,2.1,2.1,1.3,3.4,0.16,0.1,0.26,0.16,0.26
Milan Škriniar,SVK,DF,Inter,Serie A,25,1995,32,31,2777,30.9,3,0,3,0,0,1,0,0.1,0,0.1,0.1,0.1,1.8,1.8,0.4,2.1,0.06,0.01,0.07,0.06,0.07
Steven Skrzybski,GER,"FW,DF",Schalke 04,Bundesliga,27,1992,13,3,419,4.7,0,0,0,0,1,2,0,0,0,0,0,0,1.3,0.5,0.1,0.7,0.28,0.03,0.31,0.12,0.14
Petar Škuletić,SRB,"FW,MF",Montpellier,Ligue 1,30,1990,19,1,234,2.6,2,0,2,0,0,0,0,0.77,0,0.77,0.77,0.77,1.6,1.6,0.4,1.9,0.6,0.14,0.74,0.6,0.74
Islam Slimani,ALG,FW,Leicester City,English Premier League,32,1988,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.19,0.13,0.32,0.19,0.32
Islam Slimani,ALG,FW,Lyon,Ligue 1,32,1988,18,4,579,6.4,3,1,3,0,0,0,1,0.47,0.16,0.62,0.47,0.62,2.8,2.8,1.5,4.3,0.44,0.23,0.67,0.44,0.67
William Smallbone,IRL,MF,Southampton,English Premier League,20,2000,3,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04
Chris Smalling,ENG,DF,Roma,Serie A,30,1989,16,13,1111,12.3,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0.4,0.4,0.5,0.9,0.03,0.04,0.07,0.03,0.07
Emile Smith-Rowe,ENG,"MF,FW",Arsenal,English Premier League,20,2000,20,18,1440,16,2,4,2,0,0,0,0,0.12,0.25,0.37,0.12,0.37,2,2,3,5,0.13,0.18,0.31,0.13,0.31
Robert Snodgrass,SCO,"MF,FW",West Brom,English Premier League,32,1987,8,6,526,5.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09
Robert Snodgrass,SCO,"FW,DF",West Ham,English Premier League,32,1987,3,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cédric Soares,POR,DF,Arsenal,English Premier League,28,1991,10,8,746,8.3,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,0.2,0.2,0.9,1.1,0.03,0.11,0.13,0.03,0.13
Rafa Soares,POR,DF,Eibar,La Liga,25,1995,19,12,1134,12.6,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0,0,1.2,1.3,0,0.1,0.1,0,0.1
Rubén Sobrino,ESP,"MF,FW",Valencia,La Liga,28,1992,5,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05
Rubén Sobrino,ESP,"FW,MF",Cádiz,La Liga,28,1992,16,11,1113,12.4,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,2.4,2.4,0.8,3.1,0.19,0.06,0.25,0.19,0.25
Simon Sohm,SUI,MF,Parma,Serie A,19,2001,18,8,899,10,1,0,1,0,0,1,0,0.1,0,0.1,0.1,0.1,1.2,1.2,0.3,1.5,0.12,0.03,0.15,0.12,0.15
Augusto Solari,ARG,MF,Celta Vigo,La Liga,28,1992,16,3,486,5.4,2,2,2,0,0,2,0,0.37,0.37,0.74,0.37,0.74,1.3,1.3,1.3,2.6,0.23,0.24,0.48,0.23,0.48
Roberto Soldado,ESP,FW,Granada,La Liga,35,1985,29,16,1438,16,9,0,7,2,2,8,1,0.56,0,0.56,0.44,0.44,5.8,4.4,0.7,5,0.36,0.04,0.4,0.28,0.32
Carlos Soler,ESP,MF,Valencia,La Liga,23,1997,32,31,2735,30.4,11,8,4,7,9,7,0,0.36,0.26,0.63,0.13,0.39,9.5,2.7,4.6,7.3,0.31,0.15,0.47,0.09,0.24
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,31,1988,31,31,2712,30.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son,ESP,"DF,MF",Levante,La Liga,26,1994,28,10,1106,12.3,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.5,1.2,1.8,0.04,0.1,0.14,0.04,0.14
Brandon Soppy,FRA,DF,Rennes,Ligue 1,18,2002,10,5,559,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04
David Soria,ESP,GK,Getafe,La Liga,27,1993,28,28,2520,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
Roberto Soriano,ITA,MF,Bologna,Serie A,29,1991,37,37,3250,36.1,9,6,9,0,0,5,0,0.25,0.17,0.42,0.25,0.42,6.2,6.2,6.4,12.7,0.17,0.18,0.35,0.17,0.35
Alberto Soro,ESP,"FW,MF",Granada,La Liga,21,1999,15,3,393,4.4,1,2,1,0,0,1,0,0.23,0.46,0.69,0.23,0.69,0.8,0.8,0.4,1.1,0.18,0.08,0.26,0.18,0.26
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,22,1998,26,25,2042,22.7,0,9,0,0,0,2,0,0,0.4,0.4,0,0.4,0.6,0.6,5.9,6.5,0.03,0.26,0.29,0.03,0.29
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,16,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian Sotoca,FRA,FW,Lens,Ligue 1,29,1990,33,28,2413,26.8,8,3,6,2,2,7,0,0.3,0.11,0.41,0.22,0.34,9.9,8.4,3.6,12,0.37,0.14,0.5,0.31,0.45
Riccardo Sottil,ITA,"MF,FW",Cagliari,Serie A,21,1999,21,12,1184,13.2,2,1,2,0,0,3,0,0.15,0.08,0.23,0.15,0.23,2,2,1.8,3.9,0.15,0.14,0.29,0.15,0.29
Cheick Souaré,FRA,MF,Marseille,Ligue 1,17,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomáš Souček,CZE,MF,West Ham,English Premier League,25,1995,38,38,3419,38,10,1,10,0,0,7,1,0.26,0.03,0.29,0.26,0.29,9.2,9.2,1.5,10.7,0.24,0.04,0.28,0.24,0.28
Rayan Souici,FRA,DF,Saint-Étienne,Ligue 1,22,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cebio Soukou,BEN,"FW,MF",Arminia,Bundesliga,27,1992,14,5,458,5.1,1,0,1,0,0,2,0,0.2,0,0.2,0.2,0.2,0.8,0.8,0.1,0.9,0.15,0.03,0.18,0.15,0.18
Adama Soumaoro,FRA,DF,Bologna,Serie A,28,1992,20,19,1755,19.5,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,1.2,1.2,0.1,1.3,0.06,0,0.06,0.06,0.06
Adama Soumaoro,FRA,DF,Lille,Ligue 1,28,1992,3,1,145,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04
Boubakary Soumaré,FRA,MF,Lille,Ligue 1,21,1999,32,21,1919,21.3,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.3,0.3,1.2,1.4,0.01,0.05,0.07,0.01,0.07
Yaya Soumaré,FRA,FW,Lyon,Ligue 1,20,2000,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,28,1992,23,14,1224,13.6,1,1,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15,0.2,0.2,0.5,0.7,0.01,0.04,0.05,0.01,0.05
Ansou Sow,FRA,MF,Lens,Ligue 1,20,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,23,1997,28,25,2175,24.2,0,2,0,0,0,6,0,0,0.08,0.08,0,0.08,0.6,0.6,1.6,2.1,0.02,0.06,0.09,0.02,0.09
Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18,2002,15,10,1000,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0,0.01,0.01,0.01
Çağlar Söyüncü,TUR,DF,Leicester City,English Premier League,24,1996,23,19,1819,20.2,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04
Leonardo Spinazzola,ITA,DF,Roma,Serie A,27,1993,27,25,2124,23.6,2,4,2,0,0,0,0,0.08,0.17,0.25,0.08,0.25,2,2,5,7,0.08,0.21,0.3,0.08,0.3
Marco Sportiello,ITA,GK,Atalanta,Serie A,28,1992,15,13,1261,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mattia Sprocati,ITA,FW,Parma,Serie A,27,1993,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,23,1996,32,32,2880,32,0,1,0,0,0,4,0,0,0.03,0.03,0,0.03,2,2,0.2,2.2,0.06,0.01,0.07,0.06,0.07
Benjamin Stambouli,FRA,"MF,DF",Schalke 04,Bundesliga,29,1990,24,22,1956,21.7,0,2,0,0,0,5,0,0,0.09,0.09,0,0.09,0.1,0.1,0.5,0.6,0,0.02,0.03,0,0.03
Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,20,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.16,0,0.16,0.16,0.16
Niklas Stark,GER,"DF,MF",Hertha BSC,Bundesliga,25,1995,33,31,2793,31,0,0,0,0,0,2,0,0,0,0,0,0,0.9,0.9,0.2,1.2,0.03,0.01,0.04,0.03,0.04
Renato Steffen,SUI,"FW,MF",Wolfsburg,Bundesliga,28,1991,21,19,1566,17.4,5,4,5,0,0,3,0,0.29,0.23,0.52,0.29,0.52,4.3,4.3,2.5,6.9,0.25,0.15,0.39,0.25,0.39
Zack Steffen,USA,GK,Manchester City,English Premier League,25,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,24,1996,23,14,1276,14.2,0,1,0,0,0,3,1,0,0.07,0.07,0,0.07,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03
Dale Stephens,ENG,MF,Burnley,English Premier League,31,1989,7,3,261,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06
Jack Stephens,ENG,DF,Southampton,English Premier League,26,1994,18,17,1537,17.1,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07
Raheem Sterling,ENG,FW,Manchester City,English Premier League,25,1994,31,28,2536,28.2,10,7,10,0,1,4,0,0.35,0.25,0.6,0.35,0.6,12.2,11.4,4.8,16.3,0.43,0.17,0.6,0.41,0.58
Enda Stevens,IRL,DF,Sheffield Utd,English Premier League,30,1990,30,30,2700,30,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,1.1,1.1,1.6,2.7,0.04,0.05,0.09,0.04,0.09
Lars Stindl,GER,"MF,FW",M'Gladbach,Bundesliga,31,1988,30,23,1961,21.8,14,8,8,6,7,6,0,0.64,0.37,1.01,0.37,0.73,10,4.7,5.6,10.3,0.46,0.26,0.72,0.22,0.47
Kevin Stöger,AUT,"MF,FW",Mainz 05,Bundesliga,26,1993,19,4,538,6,3,0,3,0,0,3,0,0.5,0,0.5,0.5,0.5,1.6,1.6,0.9,2.5,0.26,0.15,0.41,0.26,0.41
John Stones,ENG,DF,Manchester City,English Premier League,26,1994,22,22,1933,21.5,4,0,4,0,0,0,1,0.19,0,0.19,0.19,0.19,2.2,2.2,0.1,2.3,0.1,0,0.11,0.1,0.11
Thomas Strakosha,ALB,GK,Lazio,Serie A,25,1995,9,9,810,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobias Strobl,GER,MF,Augsburg,Bundesliga,30,1990,29,21,1846,20.5,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.9,1.4,0.03,0.04,0.07,0.03,0.07
Kevin Strootman,NED,MF,Marseille,Ligue 1,30,1990,11,1,233,2.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.1,0.1,0,0.1
Kevin Strootman,NED,MF,Genoa,Serie A,30,1990,18,18,1314,14.6,0,4,0,0,0,7,0,0,0.27,0.27,0,0.27,0.5,0.5,2.4,2.8,0.03,0.16,0.2,0.03,0.2
Pascal Struijk,NED,"DF,MF",Leeds United,English Premier League,20,1999,27,22,2075,23.1,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,2.4,2.4,0.2,2.6,0.1,0.01,0.11,0.1,0.11
Jens Stryger Larsen,DEN,DF,Udinese,Serie A,29,1991,33,30,2638,29.3,2,0,2,0,0,0,0,0.07,0,0.07,0.07,0.07,2.9,2.9,1,3.8,0.1,0.03,0.13,0.1,0.13
Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27,1993,10,4,423,4.7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Stefano Sturaro,ITA,MF,Genoa,Serie A,27,1993,6,6,445,4.9,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,0.4,0.4,0.2,0.6,0.08,0.04,0.12,0.08,0.12
Damián Suárez,URU,DF,Getafe,La Liga,32,1988,31,28,2434,27,1,0,1,0,0,13,1,0.04,0,0.04,0.04,0.04,0.3,0.3,0.7,1,0.01,0.03,0.04,0.01,0.04
Denis Suárez,ESP,MF,Celta Vigo,La Liga,26,1994,35,34,2852,31.7,0,9,0,0,0,10,0,0,0.28,0.28,0,0.28,0.9,0.9,5,5.8,0.03,0.16,0.18,0.03,0.18
Luis Suárez,URU,FW,Atlético Madrid,La Liga,33,1987,32,30,2508,27.9,21,3,18,3,3,6,0,0.75,0.11,0.86,0.65,0.75,15.6,13.3,3.3,16.6,0.56,0.12,0.68,0.48,0.59
