player,nation,squad,comp,age,born,per_90,gls,sh,so_t,so_t_percent,sh_per_90,so_t_per_90,g_per_sh,g_per_so_t,dist,fk,pk,p_katt,x_g,npx_g,npxg_per_sh,g_minus_xg,npg_minus_xg
Leo Dubois,FRA,Lyon,Ligue 1,25,1994,32.3,2,20,3,15,0.62,0.09,0.1,0.67,20.4,0,0,0,1,1,0.05,1,1
Martin Dúbravka,SVK,Newcastle Utd,English Premier League,31,1989,13,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ondrej Duda,SVK,Köln,Bundesliga,25,1994,28.2,7,47,13,27.7,1.67,0.46,0.09,0.31,21.7,4,3,4,5.8,2.8,0.06,1.2,1.2
Unai Dufur,ESP,Eibar,La Liga,21,1999,0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Haris Duljević,BIH,Nîmes,Ligue 1,26,1993,8.6,0,14,5,35.7,1.63,0.58,0,0,22.3,0,0,0,1.1,1.1,0.08,-1.1,-1.1
Paul Dummett,WAL,Newcastle Utd,English Premier League,28,1991,13.9,1,3,1,33.3,0.22,0.07,0.33,1,6.9,0,0,0,0.3,0.3,0.1,0.7,0.7
Alfred Duncan,GHA,Fiorentina,Serie A,27,1993,1.8,0,1,0,0,0.56,0,0,NA,25,0,0,0,0,0,0.02,0,0
Alfred Duncan,GHA,Cagliari,Serie A,27,1993,11.9,0,7,0,0,0.59,0,0,NA,24.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Lewis Dunk,ENG,Brighton,English Premier League,28,1991,32.6,5,30,13,43.3,0.92,0.4,0.17,0.38,12.3,2,0,0,2.5,2.5,0.08,2.5,2.5
Jimmy Dunne,IRL,Burnley,English Premier League,22,1997,3,1,7,1,14.3,2.33,0.33,0.14,1,10.8,0,0,0,0.4,0.4,0.06,0.6,0.6
Erik Durm,GER,Eint Frankfurt,Bundesliga,28,1992,16.4,1,20,6,30,1.22,0.36,0.05,0.17,19.5,0,0,0,1.6,1.6,0.08,-0.6,-0.6
Hugo Duro,ESP,Real Madrid,La Liga,20,1999,0.6,0,1,0,0,1.64,0,0,NA,1.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1
Jean-Kevin Duverne,FRA,Brest,Ligue 1,23,1997,22.5,1,9,1,11.1,0.4,0.04,0.11,1,12.8,0,0,0,0.7,0.7,0.07,0.3,0.3
Paulo Dybala,ARG,Juventus,Serie A,26,1993,12.6,4,52,15,28.8,4.13,1.19,0.08,0.27,18.7,5,0,0,4.6,4.6,0.09,-0.6,-0.6
Edin Džeko,BIH,Roma,Serie A,34,1986,20.3,7,70,24,34.3,3.45,1.18,0.1,0.29,12.2,0,0,1,13,12.2,0.17,-6,-5.2
Steeve-Mike Ebongue,FRA,Genoa,Serie A,19,2001,0.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Enzo Ebosse,FRA,Angers,Ligue 1,21,1999,2.9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Bruno Ecuele Manga,GAB,Dijon,Ligue 1,32,1988,38,2,30,7,23.3,0.79,0.18,0.07,0.29,9.7,0,0,0,1.6,1.6,0.05,0.4,0.4
Simone Edera,ITA,Torino,Serie A,23,1997,0.6,0,3,1,33.3,5.19,1.73,0,0,27.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2
Ederson,BRA,Manchester City,English Premier League,26,1993,36,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Kyle Edwards,ENG,West Brom,English Premier League,22,1998,1.3,0,2,1,50,1.53,0.76,0,0,15.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
John Egan,IRL,Sheffield Utd,English Premier League,27,1992,29.2,0,14,3,21.4,0.48,0.1,0,0,9.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Johannes Eggestein,GER,Werder Bremen,Bundesliga,22,1998,0.4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Maximilian Eggestein,GER,Werder Bremen,Bundesliga,23,1996,32.7,2,22,5,22.7,0.67,0.15,0.09,0.4,23.3,0,0,0,1.1,1.1,0.05,0.9,0.9
Lilian Egloff,GER,Stuttgart,Bundesliga,17,2002,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Kingsley Ehizibue,NED,Köln,Bundesliga,25,1995,12.6,0,9,1,11.1,0.71,0.08,0,0,21.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Albin Ekdal,SWE,Sampdoria,Serie A,31,1989,25.5,2,13,3,23.1,0.51,0.12,0.15,0.67,17.9,0,0,0,0.8,0.8,0.06,1.2,1.2
Hugo Ekitike,FRA,Reims,Ligue 1,18,2002,1,0,3,1,33.3,3.07,1.02,0,0,14,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Anthony Elanga,SWE,Manchester Utd,English Premier League,18,2002,1.7,1,3,1,33.3,1.74,0.58,0.33,1,16.4,0,0,0,0.3,0.3,0.09,0.7,0.7
Niclas Eliasson,SWE,Nîmes,Ligue 1,24,1995,20,4,25,10,40,1.25,0.5,0.16,0.4,16,6,0,0,4,4,0.16,0,0
Elif Elmas,MKD,Napoli,Serie A,20,1999,8.2,2,13,6,46.2,1.58,0.73,0.15,0.33,16.5,0,0,0,1.8,1.8,0.14,0.2,0.2
Ahmed Elmohamady,EGY,Aston Villa,English Premier League,32,1987,9.3,0,9,1,11.1,0.97,0.11,0,0,11.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Mohamed Elneny,EGY,Arsenal,English Premier League,28,1992,17.2,1,9,2,22.2,0.52,0.12,0.11,0.5,19.3,0,0,0,0.5,0.5,0.06,0.5,0.5
Aritz Elustondo,ESP,Real Sociedad,La Liga,26,1994,20.9,1,5,1,20,0.24,0.05,0.2,1,11.1,0,0,0,0.3,0.3,0.06,0.7,0.7
Nico Elvedi,SUI,M'Gladbach,Bundesliga,23,1996,28.2,3,12,6,50,0.43,0.21,0.25,0.5,9.1,0,0,0,2,2,0.16,1,1
Rodrigo Ely,BRA,Alavés,La Liga,26,1993,5.2,1,3,2,66.7,0.58,0.38,0.33,0.5,7.9,0,0,0,0.2,0.2,0.07,0.8,0.8
Sepe Elye Wahi,FRA,Montpellier,Ligue 1,17,2003,6.2,3,12,7,58.3,1.95,1.14,0.25,0.43,8.7,0,0,0,2,2,0.17,1,1
Breel Embolo,SUI,M'Gladbach,Bundesliga,23,1997,16,5,41,19,46.3,2.56,1.19,0.12,0.26,13,0,0,0,7,7,0.18,-2,-2
Emerson,BRA,Betis,La Liga,21,1999,33.2,1,11,2,18.2,0.33,0.06,0.09,0.5,17,0,0,0,1.2,1.2,0.11,-0.2,-0.2
Manu Emmanuel Gyabuaa,ITA,Atalanta,Serie A,18,2001,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Renaud Emond,BEL,Nantes,Ligue 1,28,1991,3.9,2,7,5,71.4,1.78,1.27,0.29,0.4,9.4,0,0,0,1.3,1.3,0.19,0.7,0.7
Alan Empereur,BRA,Hellas Verona,Serie A,26,1994,2.4,0,1,0,0,0.41,0,0,NA,7.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Youssef En-Nesyri,MAR,Sevilla,La Liga,23,1997,25.7,18,77,27,35.1,3,1.05,0.23,0.67,11.8,0,0,0,14.8,14.8,0.19,3.2,3.2
Keita Endo,JPN,Union Berlin,Bundesliga,22,1997,5.1,1,9,4,44.4,1.78,0.79,0.11,0.25,17,0,0,0,1.2,1.2,0.13,-0.2,-0.2
Wataru Endo,JPN,Stuttgart,Bundesliga,27,1993,32.8,3,27,14,51.9,0.82,0.43,0.11,0.21,18.5,0,0,0,2.3,2.3,0.08,0.7,0.7
Sergi Enrich,ESP,Eibar,La Liga,30,1990,15.6,3,42,12,28.6,2.69,0.77,0.07,0.25,9.7,0,0,1,5.8,5,0.12,-2.8,-2
Christian Eriksen,DEN,Inter,Serie A,28,1992,15.4,3,30,11,36.7,1.95,0.71,0.1,0.27,22.2,7,0,0,1.7,1.7,0.06,1.3,1.3
Martin Erlic,CRO,Spezia,Serie A,22,1998,20,3,9,3,33.3,0.45,0.15,0.33,1,11,0,0,0,1.3,1.3,0.14,1.7,1.7
Patrick Erras,GER,Werder Bremen,Bundesliga,25,1995,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Gonzalo Escalante,ARG,Lazio,Serie A,27,1993,8.1,0,7,3,42.9,0.86,0.37,0,0,22,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Aarón Escandell,ESP,Granada,La Liga,24,1995,5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Dani Escriche,ESP,Huesca,La Liga,22,1998,9.5,1,10,1,10,1.05,0.11,0.1,1,13.4,0,0,0,1.4,1.4,0.14,-0.4,-0.4
Sergio Escudero,ESP,Sevilla,La Liga,30,1989,6.3,1,6,1,16.7,0.96,0.16,0.17,1,20.6,1,0,0,0.2,0.2,0.03,0.8,0.8
Alfonso Espino,URU,Cádiz,La Liga,28,1992,28.9,0,9,4,44.4,0.31,0.14,0,0,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Vicente Esquerdo,ESP,Valencia,La Liga,21,1999,2.6,0,1,0,0,0.39,0,0,NA,28,0,0,0,0,0,0.02,0,0
Nahuel Estévez,ARG,Spezia,Serie A,24,1995,19.6,0,24,8,33.3,1.22,0.41,0,0,19.3,2,0,0,1.7,1.7,0.07,-1.7,-1.7
Pervis Estupiñán,ECU,Villarreal,La Liga,22,1998,13,0,11,5,45.5,0.85,0.39,0,0,17.5,2,0,0,0.5,0.5,0.05,-0.5,-0.5
Yoann Etienne,FRA,Lorient,Ligue 1,23,1997,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Xabier Etxeita,ESP,Getafe,La Liga,32,1987,9.8,0,4,0,0,0.41,0,0,NA,8.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5
Jonny Evans,NIR,Leicester City,English Premier League,32,1988,27.5,2,8,3,37.5,0.29,0.11,0.25,0.67,7.6,0,0,0,1.7,1.7,0.21,0.3,0.3
Edu Expósito,ESP,Eibar,La Liga,23,1996,27.3,0,41,9,22,1.5,0.33,0,0,22.8,0,0,2,3.3,1.8,0.04,-3.3,-1.8
Valentin Eysseric,FRA,Fiorentina,Serie A,28,1992,8.1,2,13,5,38.5,1.6,0.62,0.15,0.4,16.9,1,0,0,2.2,2.2,0.17,-0.2,-0.2
Eberechi Eze,ENG,Crystal Palace,English Premier League,22,1998,28.4,4,37,13,35.1,1.3,0.46,0.11,0.31,21.1,4,0,0,2.2,2.2,0.06,1.8,1.8
Jokin Ezkieta,ESP,Athletic Club,La Liga,23,1996,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Łukasz Fabiański,POL,West Ham,English Premier League,35,1985,35,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Fabinho,BRA,Liverpool,English Premier League,26,1993,28.5,0,10,1,10,0.35,0.04,0,0,21.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Fábio,BRA,Nantes,Ligue 1,30,1990,16.7,0,7,1,14.3,0.42,0.06,0,0,21.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Cesc Fàbregas,ESP,Monaco,Ligue 1,33,1987,9.7,2,8,2,25,0.82,0.21,0,0,18.5,1,2,2,3.1,1.5,0.19,-1.1,-1.5
Bandiougou Fadiga,FRA,Paris S-G,Ligue 1,19,2001,0.7,0,1,1,100,1.43,1.43,0,0,25,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Bandiougou Fadiga,FRA,Brest,Ligue 1,19,2001,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Wout Faes,BEL,Reims,Ligue 1,22,1998,32.2,1,8,1,12.5,0.25,0.03,0.13,1,11,0,0,0,0.7,0.7,0.09,0.3,0.3
Nicolò Fagioli,ITA,Juventus,Serie A,19,2001,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ralf Fährmann,GER,Schalke 04,Bundesliga,31,1988,20.8,0,1,0,0,0.05,0,0,NA,6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Romain Faivre,FRA,Brest,Ligue 1,22,1998,32.1,6,61,22,36.1,1.9,0.68,0.08,0.23,20,8,1,1,7,6.3,0.1,-1,-1.3
Fali,ESP,Cádiz,La Liga,26,1993,29.3,0,11,2,18.2,0.38,0.07,0,0,11.8,1,0,0,0.7,0.7,0.07,-0.7,-0.7
Iago Falque,ESP,Benevento,Serie A,30,1990,4,1,11,1,9.1,2.77,0.25,0.09,1,20.6,0,0,0,0.3,0.3,0.03,0.7,0.7
Andri Fannar Baldursson,ISL,Bologna,Serie A,18,2002,2.4,0,2,0,0,0.83,0,0,NA,8,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Paolo Faragò,ITA,Bologna,Serie A,27,1993,0.3,0,1,0,0,3.91,0,0,NA,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Paolo Faragò,ITA,Cagliari,Serie A,27,1993,4.1,0,3,0,0,0.73,0,0,NA,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Davide Faraoni,ITA,Hellas Verona,Serie A,28,1991,32.1,4,36,9,25,1.12,0.28,0.11,0.44,12.8,0,0,0,4.1,4.1,0.11,-0.1,-0.1
Mohamed Fares,ALG,Lazio,Serie A,24,1996,12.7,0,14,4,28.6,1.11,0.32,0,0,18.7,0,0,0,0.9,0.7,0.05,-0.9,-0.7
Diego Farias,BRA,Spezia,Serie A,30,1990,16.8,4,32,10,31.3,1.9,0.59,0.13,0.4,16.1,2,0,0,3.4,3.4,0.11,0.6,0.6
Wuilker Faríñez,VEN,Lens,Ligue 1,22,1998,1.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Noah Fatar,FRA,Angers,Ligue 1,18,2002,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ansu Fati,ESP,Barcelona,La Liga,17,2002,4.8,4,14,7,50,2.92,1.46,0.29,0.57,15.6,0,0,0,1.8,1.8,0.13,2.2,2.2
Julien Faussurier,FRA,Brest,Ligue 1,33,1987,10.6,0,7,3,42.9,0.66,0.28,0,0,14.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Andrea Favilli,ITA,Hellas Verona,Serie A,23,1997,3.8,2,12,4,33.3,3.19,1.06,0.17,0.5,12.5,0,0,0,1.8,1.8,0.15,0.2,0.2
Federico Fazio,ARG,Roma,Serie A,33,1987,4.5,1,3,2,66.7,0.67,0.44,0.33,0.5,10.3,0,0,0,0.2,0.2,0.05,0.8,0.8
Nabil Fekir,FRA,Betis,La Liga,27,1993,29.1,5,84,23,27.4,2.88,0.79,0.05,0.17,21.2,9,1,3,7.5,5.2,0.06,-2.5,-1.2
Felipe,BRA,Atlético Madrid,La Liga,31,1989,22.9,0,11,2,18.2,0.48,0.09,0,0,9.2,0,0,0,0.9,0.9,0.08,-0.9,-0.9
Luiz Felipe,BRA,Lazio,Serie A,23,1997,10.1,0,3,0,0,0.3,0,0,NA,15.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Ohis Felix Uduokhai,GER,Augsburg,Bundesliga,22,1997,29,1,13,3,23.1,0.45,0.1,0.08,0.33,11.2,0,0,0,1.2,1.2,0.09,-0.2,-0.2
João Félix,POR,Atlético Madrid,La Liga,20,1999,17.5,7,36,14,38.9,2.06,0.8,0.17,0.43,18.8,2,1,2,5.1,3.6,0.1,1.9,2.4
Zinedine Ferhat,ALG,Nîmes,Ligue 1,27,1993,32.9,6,61,22,36.1,1.86,0.67,0.08,0.23,19.8,5,1,1,5.2,4.4,0.07,0.8,0.6
Bruno Fernandes,POR,Manchester Utd,English Premier League,25,1994,34.4,18,110,40,36.4,3.19,1.16,0.08,0.23,22,16,9,10,15.4,7.8,0.07,2.6,1.2
Edimilson Fernandes,SUI,Mainz 05,Bundesliga,24,1996,9.3,0,13,4,30.8,1.39,0.43,0,0,22,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Aitor Fernández,ESP,Levante,La Liga,29,1991,29,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Álex Fernández,ESP,Cádiz,La Liga,27,1992,21.6,4,8,2,25,0.37,0.09,0.25,1,18.9,0,2,2,3.2,1.7,0.21,0.8,0.3
Álvaro Fernández,ESP,Huesca,La Liga,22,1998,22,0,1,0,0,0.05,0,0,NA,17,0,0,0,0,0,0.05,0,0
Andrés Fernández,ESP,Huesca,La Liga,33,1986,16,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Augusto Fernández,ARG,Cádiz,La Liga,34,1986,4.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Carlos Fernández,ESP,Sevilla,La Liga,24,1996,1.6,0,2,1,50,1.26,0.63,0,0,8.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Carlos Fernández,ESP,Real Sociedad,La Liga,24,1996,4.3,1,7,4,57.1,1.62,0.92,0.14,0.25,13.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1
Federico Fernández,ARG,Newcastle Utd,English Premier League,31,1989,23.1,0,5,3,60,0.22,0.13,0,0,10.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Joaquín Fernández,ESP,Valladolid,La Liga,24,1996,23,1,10,4,40,0.43,0.17,0.1,0.25,7.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3
Fernandinho,BRA,Manchester City,English Premier League,35,1985,13.2,0,15,3,20,1.14,0.23,0,0,21.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Fernando,BRA,Sevilla,La Liga,33,1987,28.3,3,5,4,80,0.18,0.14,0.6,0.75,14.9,0,0,0,0.7,0.7,0.13,2.3,2.3
Alex Ferrari,ITA,Sampdoria,Serie A,26,1994,9.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
David Ferreiro,ESP,Huesca,La Liga,32,1988,28.1,2,28,13,46.4,1,0.46,0.07,0.15,19.7,1,0,0,1.9,1.9,0.07,0.1,0.1
Salvador Ferrer,ESP,Spezia,Serie A,22,1998,13.2,0,3,1,33.3,0.23,0.08,0,0,19.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Facundo Ferreyra,ARG,Celta Vigo,La Liga,29,1991,3.3,1,7,2,28.6,2.1,0.6,0.14,0.5,11.2,0,0,0,1.4,1.4,0.21,-0.4,-0.4
Jordan Ferri,FRA,Montpellier,Ligue 1,28,1992,28.6,0,4,2,50,0.14,0.07,0,0,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Marco Festa,ITA,Crotone,Serie A,28,1992,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Fidel,ESP,Elche,La Liga,30,1989,26.6,6,16,7,43.8,0.6,0.26,0.25,0.57,21,3,2,3,4.1,1.9,0.12,1.9,2.1
Sam Field,ENG,West Brom,English Premier League,22,1998,0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Alfreð Finnbogason,ISL,Augsburg,Bundesliga,31,1989,6,0,11,6,54.5,1.82,0.99,0,0,15.5,0,0,2,3.1,1.6,0.15,-3.1,-1.6
Roberto Firmino,BRA,Liverpool,English Premier League,28,1991,31.5,9,83,32,38.6,2.63,1.01,0.11,0.28,13.8,0,0,0,12.6,12.6,0.16,-3.6,-3.6
Junior Firpo,ESP,Barcelona,La Liga,23,1996,3.2,1,1,1,100,0.31,0.31,1,1,3,0,0,0,0.8,0.8,0.83,0.2,0.2
John Fleck,SCO,Sheffield Utd,English Premier League,28,1991,28.6,0,17,5,29.4,0.59,0.17,0,0,23,0,0,0,0.9,0.9,0.05,-0.9,-0.9
Mark Flekken,NED,Freiburg,Bundesliga,27,1993,3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Florian Flick,GER,Schalke 04,Bundesliga,20,2000,4,1,1,1,100,0.25,0.25,1,1,11.2,0,0,0,0.5,0.5,0.48,0.5,0.5
Alexis Flips,FRA,Reims,Ligue 1,20,2000,0.5,1,2,1,50,4.19,2.09,0.5,1,37.1,0,0,0,0.1,0.1,0.03,0.9,0.9
Alessandro Florenzi,ITA,Paris S-G,Ligue 1,29,1991,17.1,2,21,8,38.1,1.23,0.47,0.1,0.25,18.6,0,0,0,2.2,2.2,0.1,-0.2,-0.2
Kingsley Fobi,GHA,Granada,La Liga,21,1998,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Phil Foden,ENG,Manchester City,English Premier League,20,2000,18,9,45,20,44.4,2.51,1.11,0.2,0.45,14.7,0,0,0,5.5,5.5,0.12,3.5,3.5
Mamadou Fofana,MLI,Metz,Ligue 1,22,1998,11.9,0,3,0,0,0.25,0,0,NA,12.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Seko Fofana,CIV,Lens,Ligue 1,25,1995,25.7,2,40,12,30,1.56,0.47,0.05,0.17,19.8,0,0,0,3.2,3.2,0.08,-1.2,-1.2
Wesley Fofana,FRA,Leicester City,English Premier League,19,2000,25.1,0,11,2,18.2,0.44,0.08,0,0,8.8,0,0,0,1,1,0.09,-1,-1
Wesley Fofana,FRA,Saint-Étienne,Ligue 1,19,2000,3.5,0,2,0,0,0.57,0,0,NA,8.3,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Youssouf Fofana,FRA,Monaco,Ligue 1,21,1999,31.9,0,38,5,13.2,1.19,0.16,0,0,24.2,1,0,0,2.1,2.1,0.05,-2.1,-2.1
Thomas Foket,BEL,Reims,Ligue 1,25,1994,36.9,0,7,3,42.9,0.19,0.08,0,0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Ramón Folch,ESP,Elche,La Liga,30,1989,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Lamine Fomba,FRA,Nîmes,Ligue 1,22,1998,24.2,1,24,7,29.2,0.99,0.29,0.04,0.14,16.1,0,0,0,2.3,2.3,0.09,-1.3,-1.3
Thomas Fontaine,MAD,Lorient,Ligue 1,29,1991,3.6,0,2,1,50,0.56,0.28,0,0,18,0,0,0,0.1,0.1,0.07,-0.1,-0.1
José Fontán,ESP,Celta Vigo,La Liga,20,2000,7.2,0,5,3,60,0.69,0.41,0,0,11.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6
José Fonte,POR,Lille,Ligue 1,36,1983,35.4,3,26,9,34.6,0.73,0.25,0.12,0.33,11.1,0,0,0,1.2,1.2,0.05,1.8,1.8
Fernando Forestieri,ITA,Udinese,Serie A,30,1990,6.1,1,11,3,27.3,1.79,0.49,0.09,0.33,17.1,0,0,0,1.2,1.2,0.11,-0.2,-0.2
Pablo Fornals,ESP,West Ham,English Premier League,24,1996,28.6,5,50,15,30,1.75,0.52,0.1,0.33,15.6,0,0,0,6.5,6.5,0.13,-1.5,-1.5
Emil Forsberg,SWE,RB Leipzig,Bundesliga,28,1991,17.1,7,32,14,43.8,1.87,0.82,0.16,0.36,17.4,2,2,3,5.8,3.6,0.11,1.2,1.4
Fraser Forster,ENG,Southampton,English Premier League,32,1988,8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Philipp Förster,GER,Stuttgart,Bundesliga,25,1995,16.8,3,20,11,55,1.19,0.66,0.15,0.27,15.5,0,0,1,4.2,3.3,0.16,-1.2,-0.3
Steven Fortes,CPV,Lens,Ligue 1,28,1992,15.9,0,5,1,20,0.31,0.06,0,0,15.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Yassin Fortune,FRA,Angers,Ligue 1,21,1999,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Timothy Fosu-Mensah,NED,Manchester Utd,English Premier League,22,1998,0.9,0,1,0,0,1.13,0,0,NA,28.4,0,0,0,0,0,0.03,0,0
Timothy Fosu-Mensah,NED,Leverkusen,Bundesliga,22,1998,4.5,0,3,1,33.3,0.66,0.22,0,0,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Daam Foulon,BEL,Benevento,Serie A,21,1999,11.3,0,1,0,0,0.09,0,0,NA,26.5,0,0,0,0,0,0.02,0,0
Dimitri Foulquier,FRA,Granada,La Liga,27,1993,29.6,0,7,4,57.1,0.24,0.14,0,0,15.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Juan Foyth,ARG,Villarreal,La Liga,22,1998,13,0,1,0,0,0.08,0,0,NA,6,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Gianluca Frabotta,ITA,Juventus,Serie A,21,1999,7.7,0,4,2,50,0.52,0.26,0,0,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Raphael Framberger,GER,Augsburg,Bundesliga,24,1995,17.1,0,1,1,100,0.06,0.06,0,0,24.2,0,0,0,0,0,0.02,0,0
Tyrese Francois,AUS,Fulham,English Premier League,20,2000,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ryan Fraser,SCO,Newcastle Utd,English Premier League,26,1994,10.3,0,13,6,46.2,1.26,0.58,0,0,21.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Fred,BRA,Manchester Utd,English Premier League,27,1993,26.6,1,25,7,28,0.94,0.26,0.04,0.14,22.1,0,0,0,1.9,1.9,0.08,-0.9,-0.9
Ryan Fredericks,ENG,West Ham,English Premier League,27,1992,6.3,1,3,2,66.7,0.47,0.32,0.33,0.5,14.1,0,0,0,0.3,0.3,0.1,0.7,0.7
Remo Freuler,SUI,Atalanta,Serie A,28,1992,30.1,2,21,6,28.6,0.7,0.2,0.1,0.33,16.1,0,0,0,2.2,2.2,0.1,-0.2,-0.2
Marco Friedl,AUT,Werder Bremen,Bundesliga,22,1998,30.9,0,8,1,12.5,0.26,0.03,0,0,26,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Marvin Friedrich,GER,Union Berlin,Bundesliga,24,1995,34,5,24,6,25,0.71,0.18,0.21,0.83,11.7,0,0,0,1.3,1.3,0.06,3.7,3.7
Jeremie Frimpong,NED,Leverkusen,Bundesliga,19,2000,4.8,0,3,0,0,0.62,0,0,NA,14,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Jorge de Frutos,ESP,Levante,La Liga,23,1997,24.3,4,27,10,37,1.11,0.41,0.15,0.4,17.5,0,0,0,3.3,3.3,0.12,0.7,0.7
Christian Fuchs,AUT,Leicester City,English Premier League,34,1986,7.8,0,4,0,0,0.51,0,0,NA,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Angelo Fulgini,FRA,Angers,Ligue 1,23,1996,30.3,7,61,26,42.6,2.01,0.86,0.1,0.23,20,6,1,1,5.4,4.7,0.08,1.6,1.3
Niclas Füllkrug,GER,Werder Bremen,Bundesliga,27,1993,9.7,6,33,15,45.5,3.39,1.54,0.12,0.27,13.5,0,2,2,6,4.5,0.14,0,-0.5
Ramiro Funes Mori,ARG,Villarreal,La Liga,29,1991,8.1,0,4,1,25,0.5,0.12,0,0,11.2,0,0,0,1.2,1.2,0.31,-1.2,-1.2
Darnell Furlong,ENG,West Brom,English Premier League,24,1995,32.6,1,26,5,19.2,0.8,0.15,0.04,0.2,13,0,0,0,2,2,0.08,-1,-1
Daniel Fuzato,BRA,Roma,Serie A,23,1997,5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
